Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lesotho,88.8,90.46,92.11999999999999,93.78,95.44,97.1,101.06,105.02,108.98,112.94,116.9,118.28,119.66,121.04,122.42,123.8,118.88,113.96,109.03999999999999,104.12,99.2,98.4,97.4,95.8,94.7,93.8,88.9
Liberia,260.5,257.04,253.57999999999998,250.12,246.66,243.2,231.78,220.35999999999999,208.94,197.51999999999998,186.1,174.54,162.98,151.42000000000002,139.86,128.3,122.14000000000001,115.98,109.82000000000001,103.66,97.5,93.4,89.7,86.3,83.0,80.1,77.4
Libya,41.8,40.059999999999995,38.32,36.58,34.84,33.1,32.1,31.1,30.1,29.1,28.1,27.1,26.1,25.1,24.1,23.1,21.8,20.5,19.200000000000003,17.900000000000002,16.6,17.6,15.0,14.4,13.8,13.3,12.8
Lithuania,15.2,15.16,15.12,15.08,15.04,15.0,14.14,13.28,12.42,11.559999999999999,10.7,10.36,10.02,9.68,9.34,9.0,8.4,7.8,7.2,6.6,6.0,5.5,5.2,5.0,5.0,5.0,4.7
Luxembourg,8.7,8.24,7.779999999999999,7.32,6.86,6.4,6.08,5.76,5.4399999999999995,5.12,4.8,4.56,4.32,4.08,3.84,3.6,3.48,3.36,3.24,3.12,3.0,2.9,2.8,2.8,2.7,2.7,2.6
Madagascar,160.0,155.38,150.76,146.14000000000001,141.52,136.9,130.94,124.98,119.02,113.06,107.1,101.97999999999999,96.86,91.74,86.62,81.5,77.56,73.62,69.68,65.74,61.8,58.3,55.0,52.3,49.9,47.8,45.9
Malawi,234.7,228.0,221.29999999999998,214.6,207.89999999999998,201.2,195.34,189.48,183.62,177.76,171.9,160.3,148.70000000000002,137.10000000000002,125.5,113.9,108.84,103.78,98.72,93.66,88.6,83.1,75.9,70.4,65.7,61.7,58.4
Malaysia,16.6,15.940000000000001,15.280000000000001,14.620000000000001,13.96,13.3,12.68,12.06,11.44,10.82,10.2,9.799999999999999,9.399999999999999,9.0,8.6,8.2,8.1,8.0,7.8999999999999995,7.8,7.7,7.6,7.5,7.4,7.5,7.6,7.7
Maldives,93.8,89.08,84.36,79.64,74.92,70.2,64.92,59.64,54.36,49.08,43.8,39.559999999999995,35.32,31.08,26.84,22.6,20.700000000000003,18.8,16.9,15.0,13.1,11.9,10.8,10.0,9.3,8.8,8.3
Mali,254.0,251.12,248.24,245.35999999999999,242.48,239.6,235.57999999999998,231.56,227.54,223.52,219.5,209.86,200.22,190.58,180.94,171.3,164.18,157.06,149.94,142.82,135.7,130.7,125.9,121.6,117.7,113.7,109.6
Malta,11.3,10.940000000000001,10.58,10.22,9.86,9.5,9.14,8.78,8.42,8.06,7.7,7.54,7.38,7.220000000000001,7.0600000000000005,6.9,6.86,6.82,6.78,6.74,6.7,6.6,6.6,6.6,6.6,6.6,6.5
Marshall Islands,48.9,47.379999999999995,45.86,44.339999999999996,42.82,41.3,41.18,41.06,40.94,40.82,40.7,40.54,40.38,40.22,40.06,39.9,39.68,39.46,39.239999999999995,39.019999999999996,38.8,38.5,38.1,37.5,36.7,35.8,34.9
Mauritania,117.9,117.12,116.34,115.56,114.78,114.0,113.96,113.92,113.88,113.84,113.8,113.03999999999999,112.28,111.52,110.76,110.0,107.58,105.16,102.74000000000001,100.32000000000001,97.9,95.0,92.3,89.5,86.8,84.1,81.5
Mauritius,23.0,22.84,22.68,22.52,22.36,22.2,21.46,20.72,19.98,19.24,18.5,17.94,17.38,16.82,16.259999999999998,15.7,15.559999999999999,15.42,15.28,15.14,15.0,14.9,14.8,14.8,14.7,14.4,13.8
Mexico,45.4,43.379999999999995,41.36,39.339999999999996,37.31999999999999,35.3,33.599999999999994,31.9,30.2,28.5,26.8,25.560000000000002,24.32,23.080000000000002,21.840000000000003,20.6,19.94,19.28,18.62,17.96,17.3,16.8,16.4,15.9,15.4,14.8,14.1
Micronesia (Federated States of),55.1,55.1,55.1,55.1,55.1,55.1,54.78,54.46,54.14,53.82,53.5,52.2,50.9,49.6,48.3,47.0,45.64,44.28,42.92,41.56,40.2,38.9,37.7,36.5,35.3,34.2,33.1
Moldova (Republic of),33.2,34.24,35.28,36.32,37.36,38.4,37.019999999999996,35.64,34.26,32.88,31.5,29.12,26.740000000000002,24.36,21.98,19.6,19.12,18.64,18.16,17.68,17.2,17.0,16.8,16.5,16.3,16.0,15.7
Monaco,7.8,7.4799999999999995,7.16,6.84,6.52,6.2,6.0,5.8,5.6,5.4,5.2,5.0600000000000005,4.92,4.78,4.64,4.5,4.4,4.3,4.2,4.1,4.0,3.9,3.8,3.7,3.6,3.5,3.4
Mongolia,107.8,103.6,99.39999999999999,95.19999999999999,91.0,86.8,82.22,77.64,73.06,68.47999999999999,63.9,59.46,55.019999999999996,50.58,46.14,41.7,38.620000000000005,35.54,32.46,29.380000000000003,26.3,24.2,22.4,21.0,19.8,18.8,18.0
Montenegro,16.6,16.3,16.0,15.700000000000001,15.4,15.1,14.9,14.7,14.5,14.299999999999999,14.1,13.4,12.7,12.0,11.3,10.6,9.84,9.08,8.32,7.56,6.8,6.1,5.6,5.0,4.6,4.1,3.8
Morocco,79.5,76.18,72.86,69.53999999999999,66.22,62.9,60.28,57.66,55.04,52.42,49.8,47.82,45.839999999999996,43.86,41.879999999999995,39.9,38.32,36.74,35.16,33.58,32.0,30.6,29.2,27.9,26.6,25.4,24.3
Mozambique,239.5,234.7,229.9,225.1,220.3,215.5,206.48,197.46,188.44,179.42000000000002,170.4,163.04,155.68,148.32,140.96,133.6,127.5,121.39999999999999,115.3,109.19999999999999,103.1,97.6,92.2,87.2,83.2,78.6,74.8
Myanmar,115.7,113.02,110.34,107.66,104.98,102.3,99.8,97.3,94.8,92.3,89.8,87.34,84.88,82.42,79.96,77.5,74.8,72.1,69.4,66.7,64.0,61.4,59.0,56.6,54.4,52.4,50.5
Namibia,72.7,72.2,71.7,71.2,70.7,70.2,71.4,72.60000000000001,73.8,75.0,76.2,75.14,74.08,73.02000000000001,71.96000000000001,70.9,67.4,63.900000000000006,60.400000000000006,56.9,53.4,52.3,52.1,50.5,49.0,47.2,45.2
Nauru,59.6,57.46,55.32,53.18,51.04,48.9,47.379999999999995,45.86,44.339999999999996,42.82,41.3,40.739999999999995,40.18,39.62,39.06,38.5,38.56,38.62,38.68,38.739999999999995,38.8,38.3,37.6,36.8,35.9,35.0,34.0
Nepal,140.4,133.86,127.32000000000001,120.78,114.24000000000001,107.7,102.46000000000001,97.22,91.98,86.74000000000001,81.5,77.5,73.5,69.5,65.5,61.5,58.62,55.74,52.86,49.980000000000004,47.1,44.8,42.4,40.3,38.3,36.6,35.0
Netherlands,8.4,8.1,7.800000000000001,7.5,7.2,6.9,6.760000000000001,6.62,6.48,6.34,6.2,6.0200000000000005,5.84,5.66,5.4799999999999995,5.3,5.12,4.94,4.76,4.58,4.4,4.3,4.2,4.1,4.1,4.0,4.0
New Zealand,11.2,10.7,10.2,9.7,9.2,8.7,8.44,8.18,7.92,7.66,7.4,7.24,7.08,6.92,6.76,6.6,6.52,6.4399999999999995,6.36,6.28,6.2,6.1,6.0,5.9,5.7,5.6,5.4
Nicaragua,66.9,63.86000000000001,60.82000000000001,57.78,54.74,51.7,49.1,46.5,43.900000000000006,41.300000000000004,38.7,36.82,34.940000000000005,33.06,31.18,29.3,27.96,26.62,25.28,23.94,22.6,21.6,20.7,19.9,19.2,18.5,17.9
Niger,326.5,316.68,306.86,297.03999999999996,287.21999999999997,277.4,266.65999999999997,255.92,245.17999999999998,234.44,223.7,212.79999999999998,201.89999999999998,191.0,180.1,169.2,160.07999999999998,150.95999999999998,141.83999999999997,132.72,123.6,116.4,109.9,104.1,98.6,93.5,88.7
Nigeria,211.9,210.9,209.9,208.9,207.9,206.9,202.76,198.62,194.48,190.34,186.2,180.42,174.64,168.86,163.08,157.3,151.76000000000002,146.22,140.68,135.14,129.6,124.7,119.9,115.6,111.6,107.5,103.8
North Macedonia,36.7,34.28,31.860000000000003,29.44,27.020000000000003,24.6,22.880000000000003,21.16,19.44,17.72,16.0,15.54,15.08,14.62,14.16,13.7,13.04,12.379999999999999,11.719999999999999,11.06,10.4,10.3,10.4,10.8,11.4,12.2,13.0
Norway,8.7,8.1,7.5,6.8999999999999995,6.3,5.7,5.54,5.38,5.220000000000001,5.0600000000000005,4.9,4.720000000000001,4.54,4.36,4.18,4.0,3.84,3.68,3.52,3.3600000000000003,3.2,3.1,3.0,2.9,2.8,2.7,2.6
Oman,39.2,36.22,33.24,30.26,27.28,24.3,22.740000000000002,21.18,19.62,18.060000000000002,16.5,15.76,15.02,14.280000000000001,13.540000000000001,12.8,12.56,12.32,12.08,11.84,11.6,11.5,11.4,11.3,11.2,11.2,11.3
Pakistan,139.0,136.44,133.88,131.32,128.76,126.2,123.48,120.76,118.03999999999999,115.32,112.6,110.25999999999999,107.92,105.58,103.24000000000001,100.9,98.88000000000001,96.86,94.84,92.82,90.8,88.8,86.6,84.3,81.9,79.5,77.1
Palau,36.1,35.14,34.18,33.22,32.26,31.3,30.38,29.46,28.54,27.62,26.7,25.9,25.099999999999998,24.299999999999997,23.5,22.7,22.02,21.34,20.66,19.98,19.3,18.7,18.0,17.4,16.9,16.3,15.8
"Palestine, State of",44.6,42.88,41.160000000000004,39.44,37.72,36.0,34.84,33.68,32.519999999999996,31.36,30.2,29.439999999999998,28.68,27.919999999999998,27.16,26.4,25.82,25.24,24.66,24.08,23.5,23.1,22.8,22.5,22.2,21.9,21.4
Panama,30.7,30.18,29.66,29.14,28.62,28.1,27.700000000000003,27.3,26.900000000000002,26.5,26.1,25.5,24.900000000000002,24.3,23.700000000000003,23.1,22.5,21.900000000000002,21.3,20.700000000000003,20.1,19.5,18.9,18.4,17.8,17.2,16.7
Papua New Guinea,87.6,86.42,85.24,84.06,82.88,81.7,80.9,80.10000000000001,79.3,78.5,77.7,77.0,76.3,75.60000000000001,74.9,74.2,72.64,71.08,69.52000000000001,67.96000000000001,66.4,64.7,62.9,60.8,59.0,57.1,55.2
Paraguay,45.5,44.06,42.62,41.18,39.739999999999995,38.3,37.419999999999995,36.54,35.66,34.78,33.9,33.16,32.42,31.68,30.939999999999998,30.2,29.38,28.56,27.740000000000002,26.92,26.1,25.4,24.6,23.8,23.1,22.4,21.6
Peru,80.7,76.24000000000001,71.78,67.32,62.86,58.4,54.46,50.52,46.58,42.64,38.7,36.32,33.940000000000005,31.560000000000002,29.18,26.8,25.5,24.2,22.9,21.6,20.3,19.4,18.5,17.7,16.9,16.2,15.5
Philippines,57.6,55.08,52.56,50.04,47.519999999999996,45.0,43.74,42.480000000000004,41.22,39.96,38.7,37.84,36.980000000000004,36.12,35.26,34.4,33.78,33.16,32.54,31.92,31.3,30.9,30.4,30.0,29.6,29.1,28.6
Poland,17.3,16.72,16.14,15.56,14.98,14.4,13.38,12.36,11.34,10.32,9.3,8.96,8.620000000000001,8.280000000000001,7.9399999999999995,7.6,7.279999999999999,6.96,6.64,6.32,6.0,5.6,5.4,5.2,5.0,4.9,4.8
Portugal,14.7,13.7,12.7,11.7,10.7,9.7,9.2,8.7,8.2,7.7,7.2,6.7,6.2,5.7,5.2,4.7,4.54,4.38,4.22,4.06,3.9,3.8,3.7,3.7,3.7,3.7,3.7
Qatar,20.8,19.7,18.6,17.5,16.4,15.3,14.74,14.18,13.620000000000001,13.06,12.5,12.08,11.66,11.24,10.82,10.4,10.14,9.88,9.62,9.36,9.1,8.9,8.7,8.5,8.3,8.1,7.8
Romania,31.1,30.3,29.5,28.700000000000003,27.900000000000002,27.1,26.060000000000002,25.02,23.98,22.939999999999998,21.9,21.119999999999997,20.34,19.56,18.78,18.0,16.7,15.4,14.1,12.8,11.5,11.3,11.1,10.6,10.0,9.2,8.5
Russian Federation,21.7,21.759999999999998,21.82,21.88,21.94,22.0,21.48,20.96,20.439999999999998,19.919999999999998,19.4,18.279999999999998,17.16,16.04,14.92,13.8,13.120000000000001,12.440000000000001,11.760000000000002,11.08,10.4,10.1,9.8,9.5,9.1,8.6,8.0
Rwanda,151.2,169.38,187.56,205.73999999999998,223.92,242.1,229.96,217.82,205.68,193.54000000000002,181.4,167.16,152.92000000000002,138.68,124.44,110.2,101.04,91.88,82.72,73.56,64.4,57.5,52.2,48.0,44.7,42.0,39.8
Saint Kitts and Nevis,31.6,30.98,30.36,29.740000000000002,29.12,28.5,27.3,26.1,24.9,23.7,22.5,21.34,20.18,19.02,17.86,16.7,16.2,15.7,15.2,14.7,14.2,14.0,13.9,13.9,13.9,13.9,13.8
Saint Lucia,22.3,21.82,21.34,20.86,20.38,19.9,19.54,19.18,18.82,18.46,18.1,18.14,18.18,18.220000000000002,18.26,18.3,18.32,18.34,18.36,18.38,18.4,18.3,18.1,17.9,17.6,17.3,17.0
Saint Vincent and the Grenadines,24.3,23.92,23.54,23.16,22.779999999999998,22.4,22.419999999999998,22.439999999999998,22.46,22.48,22.5,22.46,22.42,22.38,22.34,22.3,22.0,21.7,21.400000000000002,21.1,20.8,20.1,19.5,18.8,18.1,17.4,16.8
Samoa,30.5,29.56,28.62,27.68,26.740000000000002,25.8,25.0,24.2,23.4,22.6,21.8,21.32,20.84,20.36,19.88,19.4,19.24,19.08,18.92,18.76,18.6,18.5,18.4,18.1,17.7,17.3,16.9
San Marino,10.8,10.24,9.68,9.120000000000001,8.56,8.0,7.58,7.16,6.74,6.32,5.9,5.6000000000000005,5.300000000000001,5.0,4.7,4.4,4.180000000000001,3.96,3.74,3.52,3.3,3.1,2.9,2.7,2.6,2.5,2.3
Sao Tome and Principe,108.6,107.89999999999999,107.19999999999999,106.5,105.8,105.1,101.08,97.06,93.03999999999999,89.02,85.0,80.4,75.8,71.2,66.6,62.0,58.7,55.4,52.1,48.8,45.5,42.9,40.5,38.5,36.7,35.1,33.7
Saudi Arabia,44.4,41.6,38.8,36.0,33.2,30.4,28.72,27.04,25.36,23.68,22.0,20.9,19.8,18.7,17.6,16.5,15.6,14.7,13.8,12.9,12.0,11.2,10.5,9.8,9.1,8.4,7.9
Senegal,139.3,139.42000000000002,139.54000000000002,139.66,139.78,139.9,138.26,136.62,134.98,133.34,131.7,124.16,116.61999999999999,109.08,101.53999999999999,94.0,88.5,83.0,77.5,72.0,66.5,62.6,59.0,55.6,52.6,49.8,47.5
Serbia,28.2,26.48,24.76,23.04,21.32,19.6,18.200000000000003,16.8,15.4,14.0,12.6,11.86,11.12,10.379999999999999,9.64,8.9,8.64,8.38,8.12,7.859999999999999,7.6,7.4,7.1,6.9,6.6,6.3,6.0
Seychelles,16.7,16.24,15.78,15.32,14.86,14.4,14.24,14.08,13.92,13.76,13.6,13.68,13.76,13.84,13.92,14.0,14.04,14.08,14.12,14.16,14.2,14.3,14.4,14.4,14.5,14.5,14.4
Sierra Leone,261.7,260.24,258.78,257.32,255.86,254.4,250.14000000000001,245.88,241.62,237.35999999999999,233.1,227.12,221.14,215.16,209.17999999999998,203.2,195.2,187.2,179.2,171.2,163.2,154.3,145.6,137.3,129.4,122.2,115.9
Singapore,7.7,7.16,6.62,6.08,5.54,5.0,4.78,4.56,4.34,4.12,3.9,3.6999999999999997,3.5,3.3,3.0999999999999996,2.9,2.88,2.86,2.84,2.82,2.8,2.8,2.8,2.7,2.7,2.7,2.8
Slovakia,14.7,14.16,13.62,13.08,12.54,12.0,11.56,11.120000000000001,10.68,10.24,9.8,9.48,9.16,8.84,8.52,8.2,7.959999999999999,7.72,7.4799999999999995,7.24,7.0,6.8,6.6,6.4,6.2,6.0,5.8
Slovenia,10.4,9.82,9.24,8.66,8.08,7.5,7.1,6.7,6.3,5.9,5.5,5.26,5.02,4.779999999999999,4.54,4.3,4.08,3.86,3.64,3.42,3.2,3.0,2.9,2.7,2.5,2.4,2.3
Solomon Islands,38.3,37.32,36.339999999999996,35.36,34.379999999999995,33.4,32.78,32.16,31.54,30.92,30.3,29.96,29.62,29.28,28.94,28.6,28.02,27.44,26.86,26.28,25.7,24.9,24.1,23.4,22.6,21.9,21.2
Somalia,179.9,178.58,177.26000000000002,175.94,174.62,173.3,173.3,173.3,173.3,173.3,173.3,173.28,173.26,173.24,173.22,173.2,170.28,167.35999999999999,164.44,161.51999999999998,158.6,153.5,148.9,144.1,139.8,135.6,131.5
South Africa,60.9,61.36,61.82,62.28,62.74,63.2,66.24000000000001,69.28,72.32000000000001,75.36,78.4,79.52000000000001,80.64,81.76,82.88,84.0,79.06,74.12,69.18,64.24,59.3,51.2,47.1,43.6,41.3,40.3,38.5
South Sudan,253.6,247.7,241.79999999999998,235.89999999999998,230.0,224.1,215.85999999999999,207.62,199.38,191.14,182.9,174.26,165.62,156.98,148.33999999999997,139.7,133.17999999999998,126.66,120.13999999999999,113.61999999999999,107.1,102.1,98.6,96.9,96.4,96.4,96.4
Spain,9.2,8.74,8.28,7.82,7.36,6.9,6.6000000000000005,6.300000000000001,6.0,5.7,5.4,5.260000000000001,5.12,4.98,4.84,4.7,4.5200000000000005,4.34,4.16,3.98,3.8,3.7,3.6,3.5,3.3,3.2,3.1
Sri Lanka,21.3,21.04,20.78,20.52,20.26,20.0,19.3,18.6,17.9,17.2,16.5,16.06,15.620000000000001,15.18,14.74,14.3,13.76,13.22,12.68,12.14,11.6,11.2,10.8,10.4,10.0,9.5,9.1
Sudan,131.5,129.16,126.82,124.48,122.14,119.8,116.8,113.8,110.8,107.8,104.8,101.6,98.39999999999999,95.19999999999999,92.0,88.8,86.39999999999999,84.0,81.6,79.2,76.8,74.8,72.9,71.0,69.1,67.1,65.2
Suriname,47.8,46.44,45.08,43.72,42.36,41.0,39.7,38.4,37.1,35.8,34.5,33.4,32.3,31.2,30.1,29.0,28.12,27.240000000000002,26.36,25.48,24.6,23.8,23.0,22.2,21.6,20.9,20.2
Sweden,7.0,6.56,6.12,5.68,5.24,4.8,4.66,4.52,4.38,4.239999999999999,4.1,3.9999999999999996,3.9,3.8,3.7,3.6,3.48,3.36,3.24,3.12,3.0,3.0,3.0,2.9,2.9,2.9,2.9
Switzerland,8.2,7.84,7.4799999999999995,7.12,6.76,6.4,6.24,6.08,5.92,5.76,5.6,5.5,5.3999999999999995,5.3,5.199999999999999,5.1,5.0,4.8999999999999995,4.8,4.699999999999999,4.6,4.5,4.4,4.4,4.4,4.3,4.3
Syrian Arab Republic,37.3,35.76,34.22,32.68,31.14,29.6,28.36,27.12,25.88,24.64,23.4,22.48,21.56,20.64,19.72,18.8,18.240000000000002,17.68,17.12,16.56,16.0,16.2,17.7,17.6,17.5,17.2,17.5
Tajikistan,104.9,107.0,109.10000000000001,111.2,113.30000000000001,115.4,109.84,104.28,98.72,93.16,87.6,81.61999999999999,75.64,69.66,63.68,57.7,54.72,51.74,48.76,45.78,42.8,41.0,39.5,38.2,37.0,35.8,34.6
Tanzania (United Republic of),165.5,163.72,161.94,160.16,158.38,156.6,151.35999999999999,146.12,140.88,135.64000000000001,130.4,123.18,115.96000000000001,108.74000000000001,101.52,94.3,90.12,85.94,81.76,77.58000000000001,73.4,69.5,66.2,63.6,61.3,58.3,56.1
Thailand,36.9,35.16,33.42,31.68,29.939999999999998,28.2,26.919999999999998,25.64,24.36,23.08,21.8,20.84,19.88,18.92,17.96,17.0,16.26,15.52,14.780000000000001,14.040000000000001,13.3,12.7,12.1,11.5,11.0,10.4,10.0
Timor-Leste,173.5,166.46,159.42000000000002,152.38,145.34,138.3,132.3,126.30000000000001,120.30000000000001,114.3,108.3,102.98,97.66,92.34,87.02000000000001,81.7,77.8,73.9,70.0,66.10000000000001,62.2,59.6,57.2,55.1,52.9,51.2,49.4
Togo,146.1,143.96,141.82,139.68,137.54,135.4,132.44,129.48,126.52,123.56,120.6,117.39999999999999,114.19999999999999,111.0,107.8,104.6,101.75999999999999,98.92,96.08,93.24000000000001,90.4,87.7,85.1,82.6,80.1,77.7,75.3
Tonga,22.1,21.48,20.86,20.240000000000002,19.62,19.0,18.7,18.4,18.1,17.8,17.5,17.3,17.1,16.9,16.7,16.5,16.68,16.86,17.04,17.22,17.4,17.5,17.5,17.3,17.1,16.7,16.4
Trinidad and Tobago,32.7,32.64,32.58,32.52,32.46,32.4,32.46,32.52,32.58,32.64,32.7,32.74,32.78,32.82,32.86,32.9,32.6,32.3,32.0,31.7,31.4,30.7,30.0,29.2,28.5,27.7,26.9
Tunisia,56.3,53.94,51.58,49.22,46.86,44.5,41.94,39.38,36.82,34.26,31.7,29.98,28.26,26.54,24.82,23.1,21.96,20.82,19.68,18.54,17.4,16.5,15.8,15.1,14.5,14.0,13.5
Turkey,74.0,70.16,66.32,62.48,58.64,54.8,51.68,48.56,45.44,42.32,39.2,36.86,34.52,32.18,29.84,27.5,25.84,24.18,22.52,20.86,19.2,17.9,16.6,15.5,14.4,13.4,12.5
Turkmenistan,84.4,84.60000000000001,84.80000000000001,85.0,85.2,85.4,84.46000000000001,83.52000000000001,82.58,81.64,80.7,78.5,76.3,74.10000000000001,71.9,69.7,67.64,65.58,63.519999999999996,61.46,59.4,57.5,55.8,54.0,52.2,50.5,48.8
Tuvalu,56.9,55.68,54.46,53.239999999999995,52.019999999999996,50.8,49.019999999999996,47.239999999999995,45.459999999999994,43.68,41.9,40.74,39.58,38.42,37.26,36.1,35.1,34.1,33.1,32.1,31.1,30.1,29.2,28.3,27.4,26.6,25.7
Uganda,181.2,177.88,174.56,171.23999999999998,167.92,164.6,160.88,157.16,153.44,149.72,146.0,138.56,131.12,123.68,116.24,108.8,102.64,96.48,90.32,84.16,78.0,73.0,67.3,62.7,59.0,55.3,51.6
Ukraine,19.4,19.599999999999998,19.799999999999997,20.0,20.2,20.4,20.02,19.64,19.259999999999998,18.88,18.5,17.7,16.9,16.1,15.3,14.5,13.94,13.379999999999999,12.82,12.26,11.7,11.2,10.7,10.2,9.8,9.4,9.1
United Arab Emirates,16.6,15.920000000000002,15.24,14.56,13.879999999999999,13.2,12.799999999999999,12.399999999999999,12.0,11.6,11.2,10.899999999999999,10.6,10.299999999999999,10.0,9.7,9.44,9.18,8.92,8.66,8.4,8.3,8.2,8.3,8.5,8.7,9.0
United Kingdom,9.3,8.88,8.46,8.040000000000001,7.62,7.2,7.0600000000000005,6.92,6.78,6.64,6.5,6.4,6.3,6.2,6.1,6.0,5.84,5.68,5.5200000000000005,5.36,5.2,5.0,4.8,4.6,4.5,4.5,4.4
United States,11.2,10.86,10.52,10.18,9.84,9.5,9.28,9.06,8.84,8.620000000000001,8.4,8.32,8.24,8.16,8.08,8.0,7.86,7.72,7.58,7.4399999999999995,7.3,7.2,7.1,7.0,6.9,6.8,6.7
Uruguay,23.0,22.52,22.04,21.560000000000002,21.080000000000002,20.6,19.880000000000003,19.16,18.44,17.72,17.0,16.48,15.96,15.440000000000001,14.92,14.4,13.66,12.92,12.18,11.44,10.7,10.2,9.9,9.6,9.3,8.9,8.6
Uzbekistan,72.1,71.67999999999999,71.25999999999999,70.84,70.42,70.0,68.46,66.92,65.38,63.839999999999996,62.3,59.64,56.98,54.32,51.66,49.0,46.44,43.88,41.32,38.760000000000005,36.2,33.8,31.6,29.5,27.5,25.6,23.9
Vanuatu,35.6,34.56,33.52,32.48,31.439999999999998,30.4,30.04,29.68,29.32,28.96,28.6,28.540000000000003,28.48,28.42,28.36,28.3,28.46,28.62,28.78,28.94,29.1,29.3,29.3,29.1,28.7,28.2,27.6
Venezuela (Bolivarian Republic of),29.6,28.94,28.28,27.62,26.96,26.3,25.38,24.46,23.54,22.62,21.7,21.06,20.419999999999998,19.78,19.14,18.5,18.12,17.740000000000002,17.36,16.98,16.6,16.6,17.0,17.9,19.7,22.5,26.4
Viet Nam,51.5,49.02,46.54,44.06,41.58,39.1,37.22,35.34,33.46,31.58,29.7,28.72,27.74,26.759999999999998,25.78,24.8,24.42,24.04,23.66,23.279999999999998,22.9,22.7,22.4,22.2,21.9,21.6,21.3
Yemen,126.0,123.18,120.36,117.54,114.72,111.9,108.56,105.22,101.88,98.54,95.2,90.7,86.2,81.7,77.2,72.7,69.44,66.18,62.92,59.66,56.4,55.5,55.4,55.4,55.4,55.4,55.4
Zambia,185.0,184.36,183.72,183.08,182.44,181.8,178.46,175.12,171.78,168.44,165.1,154.4,143.7,133.0,122.3,111.6,105.75999999999999,99.92,94.08,88.24000000000001,82.4,78.6,74.9,71.6,68.0,64.9,62.4
Zimbabwe,77.5,81.6,85.7,89.8,93.9,98.0,98.76,99.52,100.28,101.03999999999999,101.8,101.36,100.92,100.47999999999999,100.03999999999999,99.6,97.17999999999999,94.75999999999999,92.34,89.92,87.5,81.2,73.8,66.8,61.1,57.0,53.3
"Hong Kong, China (SAR)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,
