,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Pre-demographic dividend,,,,,,10.0074128984433,11.2883181441591,12.823980166779402,13.084504088907499,13.6896046852123,15.2867294662039,16.0969546302051,16.6719094054734,17.2176968535378,17.4197569336242,17.194210275171002,19.5331325301205,20.154594904093898,21.2546125461255,20.934805626985302,21.8431483578709,22.140948093965395,22.2931666893085,22.0456116102281,22.011331444759197,22.798377752027804
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9.778048780487804,9.75609756097561,9.75609756097561,9.75609756097561
Romania,5.6,5.6,6.444314868804665,6.7630648688046655,7.081814868804665,7.512499999999999,9.4373188405797,9.756068840579701,10.074818840579699,10.754141566265051,10.9391238670695,10.8491238670695,9.866969696969695,10.768622754491,10.678622754491,10.588622754491,10.4560606060606,12.474757281553401,12.474757281553401,12.606756756756749,12.857855361596,12.857855361596,19.68434650455925,20.6686930091185,21.884498480243202,21.884498480243202
Russian Federation,7.5,7.5,8.8611111111111,8.5611111111111,6.3,6.70487528344671,6.86619153674833,7.09619153674833,7.32619153674833,8.691700223713644,8.921700223713644,9.271700223713644,11.7,12.05,12.4,12.75,12.327777777777799,12.827777777777799,12.827777777777799,12.827777777777799,14.0277777777778,13.28333333333335,15.9388888888889,15.7777777777778,15.7777777777778,15.7777777777778
Rwanda,17.1,17.1,17.121428571428552,18.554761904761882,19.988095238095216,25.70714285714285,27.647837837837848,29.60783783783785,43.105,45.065,47.025,47.584999999999994,48.144999999999996,52.455,53.015,53.575,54.075,54.075,60.625,60.625,60.625,60.625,58.475,61.25,61.25,61.25
Saint Kitts and Nevis,13.3,13.3,13.3,13.3,13.3,13.3,10.66,8.02,5.380000000000001,2.74,0.1,1.4200000000000002,2.74,4.06,5.38,6.7,6.7,6.7,6.7,6.7,13.3,13.3,13.3,,,
Saint Lucia,14.3,14.3,14.3,14.133333333333335,13.966666666666667,13.8,15.18,16.56,17.939999999999998,19.32,20.7,20.7,20.7,20.7,20.7,20.7,24.1,17.2,17.2,17.2,20.7,20.7,20.7,,,
Saint Vincent and the Grenadines,9.5,9.5,9.5,7.933333333333334,6.366666666666667,4.8,7.4799999999999995,10.16,12.84,15.52,18.2,17.419999999999998,16.64,15.86,15.08,14.3,17.4,17.4,13.0,13.0,13.0,13.0,13.0,,,
Samoa,4.1,4.1,4.09081632653061,4.774149659863943,7.498299319727891,8.181632653061225,6.951224489795919,6.741224489795919,6.531224489795919,6.321224489795919,6.111224489795919,6.321224489795919,7.551632653061224,7.761632653061224,7.971632653061224,8.181632653061225,4.09081632653061,4.09081632653061,4.09081632653061,6.111224489795919,6.111224489795919,10.0,10.0,10.0,10.0,10.0
San Marino,11.7,11.7,11.683333333333348,12.783333333333317,13.049999999999985,13.316666666666652,15.32333333333335,15.66333333333335,16.00333333333335,16.343333333333348,16.68333333333335,14.183333333333348,14.183333333333348,15.85,16.68333333333335,16.68333333333335,18.31666666666665,16.68333333333335,18.31666666666665,18.31666666666665,16.68333333333335,23.31666666666665,26.68333333333335,26.6666666666667,25.0,33.3333333333333
Sao Tome and Principe,7.3,7.3,7.286363636363635,7.586363636363634,8.795454545454545,9.095454545454544,9.095454545454544,9.1,9.095454545454544,9.095454545454544,9.095454545454544,9.096363636363634,7.279090909090909,10.916363636363634,11.826363636363634,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,18.1909090909091,14.5454545454545,14.5454545454545,14.5454545454545
Saudi Arabia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,19.883774834437098,19.883774834437098,19.883774834437098,19.883774834437098,19.883774834437098,19.8675496688742,19.8675496688742,19.8675496688742
Senegal,11.7,11.7,11.683333333333348,12.304761904761882,12.688095238095215,13.071428571428548,15.85333333333335,17.62333333333335,18.14333333333335,18.663333333333348,19.18333333333335,20.22333333333335,22.68,23.72,25.09333333333335,26.13333333333335,26.13333333333335,42.68333333333335,42.68333333333335,43.31666666666665,42.68333333333335,42.68333333333335,41.8090909090909,41.8181818181818,41.8181818181818,43.030303030303
Serbia,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,16.8,21.0,21.6,21.6,21.6,22.0,33.2,33.2,34.0,34.0,34.0,34.4,34.4,37.65182186234821,38.8
Seychelles,27.3,27.3,27.28636363636365,24.781372549019615,24.148039215686282,23.51470588235295,24.104705882352945,27.6358823529412,28.2258823529412,28.8158823529412,29.405882352941198,28.8158823529412,25.284705882352945,24.69470588235295,24.104705882352945,23.51470588235295,43.775,43.775,43.775,43.775,43.775,21.206060606060596,21.206060606060596,21.212121212121197,21.212121212121197,21.212121212121197
Sierra Leone,8.8,8.8,8.8,8.8,8.775,8.775,9.345,11.08,13.368064516129051,13.93806451612905,14.50806451612905,14.37806451612905,13.6015702479339,13.4715702479339,13.3415702479339,13.2115702479339,12.9016129032258,12.398347107438001,12.398347107438001,12.0983870967742,12.398347107438001,12.398347107438001,12.398347107438001,12.3287671232877,12.3287671232877,12.3287671232877
Singapore,4.8,4.8,4.78095238095238,4.697619047619046,4.383870967741934,4.300537634408601,9.20235294117645,10.372352941176452,13.6387234042553,14.8087234042553,15.9787234042553,19.32823529411765,21.7140425531915,22.4540425531915,22.66212765957445,23.402127659574447,22.2111111111111,24.221212121212098,24.221212121212098,25.27626262626265,23.906521739130447,23.7811881188119,23.0,23.0,23.0,29.4736842105263
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,14.666666666666698,14.666666666666698,12.666666666666698,14.0,14.0,17.3333333333333,19.3333333333333,16.6666666666667,16.6666666666667,20.0,19.3333333333333,19.3333333333333,18.0,15.333333333333302,16.0,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,20.0,20.0,20.0,20.0,20.0
Slovakia,14.7,14.7,14.7,14.466666666666667,14.233333333333333,14.0,14.54,15.08,15.62,16.16,16.7,16.419999999999998,16.14,15.86,15.58,15.3,16.0,18.7,18.7,18.7,18.7,20.0,20.0,,,
Slovenia,7.8,7.8,7.78888888888889,7.9763888888888905,8.163888888888891,8.925,10.7611111111111,10.9486111111111,11.1361111111111,11.3236111111111,11.5111111111111,11.5111111111111,11.5111111111111,12.066666666666652,12.622222222222202,12.622222222222202,27.6611111111111,28.4111111111111,28.4111111111111,31.2277777777778,32.18333333333335,32.18333333333335,32.68333333333335,24.4444444444444,27.7777777777778,27.7777777777778
Small states,,,8.66533864541833,8.152686145146081,9.547993905535801,9.8981077147016,10.3479853479853,11.649089165867698,12.286838653257501,12.8724672228844,13.531746031746,12.996108949416302,13.9171227521501,14.071370640713699,14.0329714515481,13.8944824808699,14.383286460425902,15.120967741935502,15.3036437246964,15.484922575387099,16.9398907103825,17.456647398843902,17.375745526839,18.4978026368358,19.065704519559397,19.6286472148541
Solomon Islands,2.0,2.0,2.0,2.020408163265305,2.020408163265305,2.020408163265305,1.62,0.62,0.42999999999999994,0.24,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2.0,2.0,2.0,2.0,2.0,2.0,2.04081632653061,4.08163265306122,6.122448979591839
Somalia,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.783345724907065,7.8615625,7.7415625,6.952282003710575,6.78827838827839,6.78827838827839,13.809090909090902,13.809090909090902,13.809090909090902,13.809090909090902,19.05,24.3318181818182,24.3636363636364,24.3636363636364,24.3636363636364
South Africa,23.7,23.7,24.35,27.291666666666664,28.983333333333334,29.962280701754402,30.2322807017544,30.5022807017544,30.7722807017544,32.5193510815308,32.775,33.765,34.879999999999995,35.870000000000005,42.61,43.6,41.675,41.675,41.675,41.1,41.6,41.6,41.4183673469388,42.748091603053396,46.3476070528967,46.4646464646465
South Asia,,,5.75581395348837,6.05355064027939,7.010309278350519,8.44409695074277,8.122362869198309,9.090909090909099,9.201101928374651,9.01594282572843,13.2764343290659,12.843601895734599,14.262905800957999,18.4424475823706,20.049504950495102,20.049504950495102,20.3375874845615,20.3375874845615,15.748898678414099,19.238725693007897,19.3191140278917,19.391947411668,19.399917796958498,17.1045576407507,18.957345971564,18.903591682419698
South Asia (IDA & IBRD),,,5.75581395348837,6.05355064027939,7.010309278350519,8.44409695074277,8.122362869198309,9.090909090909099,9.201101928374651,9.01594282572843,13.2764343290659,12.843601895734599,14.2629058009579,18.4424475823706,20.049504950495102,20.049504950495102,20.3375874845615,20.3375874845615,15.748898678414099,19.238725693007897,19.3191140278917,19.391947411668,19.399917796958498,17.1045576407507,18.957345971564,18.903591682419698
South Sudan,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,25.40301204819275,25.40301204819275,25.40301204819275,25.40301204819275,25.40301204819275,27.52976501305485,27.52976501305485,28.4595300261097,28.4595300261097,28.4595300261097
Spain,19.9,19.9,22.306321839080447,23.306321839080447,22.725862068965498,27.09285714285715,27.55285714285715,28.01285714285715,28.47285714285715,32.79,33.25,33.61,34.2557142857143,34.47285714285715,34.975714285714304,35.3357142857143,35.45,35.6,35.6,38.35714285714285,39.571428571428555,38.87142857142855,38.87142857142855,39.1428571428571,44.0,44.0
Sri Lanka,5.3,5.3,5.316666666666665,5.291666666666665,5.044444444444444,5.15,5.1,4.74722222222222,4.72222222222222,4.919444444444444,4.894444444444445,4.934444444444445,5.41888888888889,5.45888888888889,5.4988888888888905,5.316666666666665,5.78888888888889,5.78888888888889,5.78888888888889,5.78888888888889,4.894444444444445,5.78888888888889,5.78888888888889,5.77777777777778,5.33333333333333,5.33333333333333
St. Kitts and Nevis,,,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,0.0,0.0,0.0,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,13.333333333333302,20.0
St. Lucia,,,11.764705882352901,11.764705882352901,11.1111111111111,11.1111111111111,,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,0.0,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,9.52380952380952,,4.76190476190476,4.76190476190476,,22.7272727272727,22.7272727272727,22.7272727272727,18.181818181818198,18.181818181818198,18.181818181818198,18.181818181818198,21.7391304347826,14.285714285714299,17.3913043478261,17.3913043478261,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696
Sub-Saharan Africa,,,10.2068965517241,10.919540229885099,,11.5853658536585,12.282840597378799,13.466711499663802,13.708836239010598,14.7354670150229,16.2370142362447,16.6392092257002,17.306466011988302,17.8008458285275,18.464052287581698,18.7371663244353,20.535166318890397,21.375802349521603,22.4570200573066,22.158043504977304,23.636991028295398,23.8100686498856,24.016932159964398,24.0742799955521,24.0781160252728,24.7197571228398
Sub-Saharan Africa (IDA & IBRD),,,10.2068965517241,10.919540229885099,,11.5853658536585,12.282840597378799,13.466711499663802,13.708836239010598,14.7354670150229,16.2370142362447,16.6392092257002,17.306466011988302,17.8008458285275,18.464052287581698,18.7371663244353,20.535166318890397,21.375802349521603,22.4570200573066,22.158043504977304,23.636991028295398,23.8100686498856,24.016932159964398,24.0742799955521,24.0781160252728,24.7197571228398
Sub-Saharan Africa (excluding high income),,,10.1385721803192,10.8837689133425,,11.5862573099415,12.294828120161,13.466803559206,13.7127289238686,14.753012845980699,16.1705446509814,16.578913573905197,17.280599715652098,17.7815300688401,18.4538970962812,18.7150474704123,20.457370121799702,21.309465424227604,22.404833836858,22.100547536087603,23.6587920400326,23.9175735123871,24.123943661971804,24.1817568327522,24.1222971402,24.772485521805898
Sudan,5.3,5.3,5.275,5.79375,7.375,8.4125,9.58611111111111,10.104861111111111,10.62361111111111,11.14236111111111,14.133333333333349,16.7488888888889,17.9493453724605,19.0093453724605,20.499459459459448,24.880269058295948,24.33813559322035,24.33813559322035,24.33813559322035,24.04689265536725,30.7582159624413,30.7582159624413,30.7582159624413,30.516431924882603,,
Suriname,15.7,15.7,15.69313725490195,16.305637254901953,16.91813725490195,19.375,19.1235294117647,19.736029411764697,20.3485294117647,21.941421568627447,25.495098039215698,23.925098039215698,22.355098039215697,20.785098039215697,19.215098039215697,9.801960784313724,11.782352941176452,11.782352941176452,11.782352941176452,11.782352941176452,25.495098039215698,25.495098039215698,25.495098039215698,25.490196078431396,31.372549019607803,29.411764705882398
Sweden,40.4,40.4,40.400573065902606,40.78390639923593,42.313371537726816,42.69670487106015,42.95670487106015,44.36283667621775,44.76610315186245,45.02610315186245,45.28610315186245,46.25896848137535,46.08570200573065,46.05570200573065,45.73916905444125,44.99283667621775,44.69957020057305,44.69957020057305,44.99283667621775,44.69957020057305,43.57650429799425,43.57650429799425,43.57650429799425,46.1318051575931,47.2779369627507,46.9914040114613
Switzerland,20.3,20.3,20.65,21.0,22.1,22.7,22.939999999999998,23.18,24.42,24.66,24.9,25.18,27.21,27.490000000000002,28.020000000000003,28.3,27.65,28.1,29.95,29.95,30.45,30.45,30.9,32.5,41.5,41.5
Syrian Arab Republic,9.6,9.6,9.6,9.733333333333334,10.266666666666666,10.4,10.56,10.72,11.68,11.84,12.0,12.04,12.08,12.32,12.36,12.4,12.4,12.0,12.0,12.0,12.4,13.2,13.2,13.2,13.2,11.2
Tajikistan,2.8,2.8,2.78121546961326,4.647882136279927,6.514548802946593,14.5,13.90920634920635,14.46920634920635,15.02920634920635,15.58920634920635,18.530158730158753,18.320158730158752,18.11015873015875,17.90015873015875,17.69015873015875,18.273809523809497,18.273809523809497,18.273809523809497,18.273809523809497,16.07457627118645,16.8738095238095,19.523809523809497,19.523809523809497,19.047619047618998,19.047619047618998,23.809523809523803
Tanzania,,,17.4545454545455,17.4545454545455,16.363636363636402,,22.262773722627696,22.262773722627696,21.3559322033898,21.3559322033898,30.4075235109718,30.4075235109718,30.4075235109718,30.4075235109718,30.6501547987616,,36.0,36.0,36.0,36.0,36.0,36.559139784946204,37.179487179487204,37.179487179487204,36.895674300254505,36.895674300254505
Tanzania (United Republic of),17.5,17.5,17.5,19.1125,20.725,22.3375,23.95,25.5625,27.174999999999997,28.787499999999998,30.4,31.333333333333332,32.266666666666666,33.2,34.13333333333333,35.06666666666666,36.0,36.0,36.0,36.0,36.0,36.6,37.2,,,
Thailand,6.6,6.6,6.098982188295166,6.132315521628499,6.165648854961832,5.806417112299465,8.379999999999999,8.76,9.14,9.335011037527593,10.6,9.97884297520661,11.8500209643606,12.15333333333335,13.31961945031715,13.65961945031715,15.75,15.75,15.75,6.09568527918782,6.09568527918782,6.09568527918782,4.8,5.28455284552846,16.2,15.746421267893698
Timor-Leste,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.7181818181818,25.7181818181818,25.29367816091955,25.29367816091955,25.683678160919552,28.0453846153846,28.4353846153846,28.8253846153846,29.2153846153846,32.30384615384615,38.480769230769255,38.480769230769255,38.480769230769255,38.480769230769255,38.480769230769255,32.30384615384615,33.846153846153804,38.4615384615385,38.4615384615385
Togo,1.2,1.2,1.217283950617285,1.8339506172839517,3.666666666666667,4.919135802469135,5.169135802469135,5.419135802469135,6.903703703703705,6.53641975308642,7.403703703703705,8.390987654320984,9.995555555555551,10.36555555555555,10.73555555555555,11.10555555555555,11.10555555555555,11.10555555555555,15.3923076923077,17.5912087912088,17.5912087912088,17.5912087912088,17.5912087912088,17.5824175824176,16.4835164835165,18.6813186813187
Tonga,0.1,0.1,0.05,0.05,0.1,0.05,0.37999999999999995,1.42,1.0399999999999998,1.3699999999999999,3.424137931034485,3.0366666666666653,2.706666666666665,2.2725,1.9425000000000001,0.05,3.5857142857142845,3.5857142857142845,3.5857142857142845,0.05,0.05,0.05,7.6961538461538455,7.40740740740741,7.40740740740741,7.40740740740741
Trinidad and Tobago,19.4,19.4,15.25555555555555,15.63055555555555,16.00555555555555,21.65,16.75555555555555,21.2972222222222,21.6722222222222,22.0472222222222,22.4222222222222,22.6222222222222,26.51463414634145,26.71463414634145,26.91463414634145,27.985714285714298,27.985714285714298,27.2857142857143,27.2857142857143,26.6357142857143,31.226190476190503,31.226190476190503,30.5261904761905,30.952380952381002,30.952380952381002,30.952380952381002
Tunisia,6.7,6.7,6.724233128834355,7.830981595092025,10.71923076923075,11.519230769230749,12.29923076923075,13.079230769230751,13.859230769230749,20.2456613756614,21.0256613756614,21.4256613756614,21.8256613756614,22.225661375661403,25.03504672897195,25.435046728971948,26.71405529953915,26.71405529953915,26.71405529953915,31.318202764976952,31.318202764976952,31.318202764976952,31.318202764976952,31.3364055299539,22.580645161290303,24.8847926267281
Turkey,2.4,2.4,2.38181818181818,2.68181818181818,3.8909090909090898,4.19090909090909,4.21090909090909,4.28,4.34181818181818,4.36181818181818,4.38181818181818,4.85181818181818,7.693734061930785,8.163734061930786,8.633734061930785,9.103734061930785,14.190909090909098,14.190909090909098,14.4080291970803,14.4080291970803,14.90454545454545,14.90454545454545,14.58597449908925,17.4496644295302,17.4496644295302,17.3174872665535
Turkmenistan,18.0,18.0,18.0,19.333333333333336,23.333333333333332,26.0,25.0,24.0,23.0,18.0,16.0,16.08,16.16,16.48,16.72,16.8,16.8,16.8,16.8,26.4,25.8032258064516,25.8032258064516,25.8032258064516,24.8,25.0,25.0
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,8.3,8.3,8.316666666666666,5.566666666666666,1.4166666666666665,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6.683333333333335,6.683333333333335,6.683333333333335,6.683333333333335,6.683333333333335,6.683333333333335,6.683333333333335,6.66666666666667,6.25,6.25
Uganda,18.1,18.1,18.10797101449275,18.05797101449275,17.910573476702503,17.7967971530249,21.84552631578945,22.45552631578945,23.065526315789448,23.3072131147541,23.917213114754098,27.59963855421685,28.791445783132552,29.53144578313255,30.65074074074075,31.294171779141102,34.98704663212435,34.98704663212435,34.98704663212435,34.98704663212435,34.98704663212435,33.4947306791569,34.29922048997775,34.2984409799555,34.8583877995643,34.8583877995643
Ukraine,3.8,3.8,3.7888888888888896,5.133333333333333,7.122222222222224,7.78888888888889,7.53888888888889,6.8,5.816666666666665,5.566666666666665,5.316666666666665,7.253333333333335,7.30111111111111,7.57111111111111,7.73,8.0,8.0,9.419101123595505,9.419101123595505,11.683333333333348,12.092654028436,12.009615384615401,12.2965721040189,12.2931442080378,20.5188679245283,20.8037825059102
United Arab Emirates,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,4.789999999999999,15.78,18.02,20.259999999999998,22.5,17.5,17.5,17.5,17.5,22.5,22.5,22.5,22.5,50.0,50.0
United Kingdom,11.6,11.6,14.904704097116849,15.80470409711685,16.7805766312595,17.6805766312595,17.60295902883155,17.75295902883155,17.90295902883155,18.1288315629742,19.0797213622291,19.3297213622291,19.502321981424153,19.752321981424153,20.002321981424153,21.5,22.20384615384615,22.530769230769252,22.530769230769252,22.8076923076923,28.0423076923077,28.441987673343597,30.25,32.153846153846196,32.0,33.846153846153804
United States,11.2,11.2,11.46206896551725,11.69956896551725,12.74166666666665,12.625,13.56149425287355,13.68405172413795,14.1514367816092,14.7337643678161,15.0862068965517,15.8409195402299,16.25080459770115,16.5457471264368,16.61080459770115,16.79080459770115,16.86013824884795,18.186175115207348,18.01203703703705,19.3551724137931,19.427419354838698,19.33429561200925,19.5274193548387,23.502304147465402,23.433874709976802,23.433874709976802
Upper middle income,,,,14.8134080334251,15.274151436031302,14.590508993494101,14.6461426359413,15.935379026861698,15.958885582905099,16.9817989044001,16.241958392514,17.0209218971409,17.9828501429155,18.5066271507368,19.462269515067803,19.484402780022602,20.184641208560603,21.0213678739378,21.965223097112897,22.148272957034603,22.4798904672258,23.2174277335568,23.914699162223897,25.1113164748383,25.4431614896731,25.6431129925106
Uruguay,6.9,6.9,6.985353535353536,7.752020202020202,11.043939393939382,11.810606060606048,11.740606060606048,11.67060606060605,11.600606060606049,11.53060606060605,10.95555555555555,11.335555555555551,12.220606060606048,12.600606060606049,13.99070707070705,14.8757575757576,12.21060606060605,12.21060606060605,12.21060606060605,12.31565656565655,17.6808080808081,17.6808080808081,21.251010101010102,20.2020202020202,19.191919191919197,21.212121212121197
Uzbekistan,6.0,6.0,6.0,6.2,6.8,7.2,8.12,9.04,9.959999999999999,16.03,16.95,17.229999999999997,17.509999999999998,17.79,20.32,20.6,20.6,20.6,20.6,20.6,16.2,16.2,16.2,16.0,16.0,32.0
Vanuatu,0.1,0.1,0.1,0.1,0.05,0.05,0.42,1.75153846153846,2.12153846153846,3.453076923076925,3.8230769230769246,3.8230769230769246,3.8230769230769246,3.8230769230769246,3.8230769230769246,3.8230769230769246,1.91153846153846,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0
Venezuela (Bolivarian Republic of),6.3,6.3,6.3,7.6875,9.075,10.462499999999999,11.849999999999998,13.237499999999997,14.625,16.0125,17.4,17.32,17.24,17.16,17.08,17.0,17.0,17.0,17.0,17.0,17.0,14.4,22.2,,,
"Venezuela, RB",,,5.91133004926108,5.91133004926108,12.1359223300971,,9.696969696969699,9.696969696969699,9.696969696969699,9.696969696969699,17.3652694610778,17.964071856287397,18.562874251497,18.562874251497,17.4698795180723,16.969696969697,16.969696969697,16.969696969697,16.969696969697,16.969696969697,16.969696969697,14.3712574850299,22.155688622754504,22.155688622754504,22.155688622754504,22.155688622754504
Viet Nam,26.2,26.2,26.2,26.133333333333333,26.066666666666666,26.0,26.26,26.52,26.78,27.04,27.3,27.0,26.7,26.400000000000002,26.1,25.8,24.4,24.4,24.4,24.3,24.3,26.7,26.7,,,
Vietnam,,,26.2222222222222,26.2222222222222,26.0,26.0,26.0,27.3092369477912,27.3092369477912,27.3092369477912,27.3092369477912,27.3092369477912,25.760649087221104,25.760649087221104,25.760649087221104,25.760649087221104,24.4,24.4,24.4,24.297188755020102,24.297188755020102,26.7206477732794,26.7206477732794,26.7206477732794,26.7206477732794,26.7206477732794
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,11.6921710616204,13.0708222318607,13.520105471325,13.9044395261034,14.0907008703619,15.197445911598802,15.179207215760698,15.897000565931,16.474545010713598,16.9696642264783,17.8692023015208,18.4427546321088,19.0250865737926,19.157037815126,19.8277667259973,20.7552042977426,21.7774474410703,22.1882965165675,22.8492991579336,23.0913674246322,23.590336674376804,24.0978782716432,24.6366036865178,25.1730550676723
Yemen,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,,,
"Yemen, Rep.",,,,0.664451827242525,0.664451827242525,0.664451827242525,0.668896321070234,0.668896321070234,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.33222591362126197,0.0,0.0,0.0,0.0,0.33222591362126197,0.33222591362126197
Zambia,9.7,9.7,9.688709677419356,10.044871794871817,10.046624472573832,10.113291139240498,10.3732911392405,11.5826582278481,11.8426582278481,12.1026582278481,12.67911392405065,13.8048407643312,14.20493670886075,14.33493670886075,13.8763694267516,14.0063694267516,11.4824840764331,11.4824840764331,11.4824840764331,10.77974683544305,12.67911392405065,17.9820359281437,17.9820359281437,17.964071856287397,17.964071856287397,16.7664670658683
Zimbabwe,14.7,14.7,14.683333333333348,13.78333333333335,12.55,9.316666666666666,10.8,11.95,13.1,14.25,18.4,18.44333333333335,17.82,17.1490476190476,16.7166355140187,16.4266355140187,16.4266355140187,16.4266355140187,33.29074074074075,33.29074074074075,33.29074074074075,33.29074074074075,34.387878787878805,31.4814814814815,31.851851851851897,31.851851851851897
